#  eopc01_1900_2004.dat
#
#  This file comes from http://hpiers.obspm.fr/eoppc/eop/eopc01/eopc01.1900-2004. See readme.eopc01 (located
#  in the psLib/data directory) for details.
#
#  @author Ross Harman, MHPCC
#
#  @version $Revision: 1.1 $ $Name: not supported by cvs2svn $
#  @date $Date: 2006-09-23 02:20:17 $
#
#
#    Date       PM-x      PM-y     UT1-UTC
#   (year)    (arcsec)   (arcsec)   (sec)
#     psF64     psF64      psF64     psF64
    1914.00  -.203986   .155067   .0000000
    1914.05  -.260937   .252070   .0000000
    1914.10  -.152037   .221001   .0000000
    1914.15  -.093945   .191653   .0000000
    1914.20  -.063798   .184214   .0000000
    1914.25  -.013635   .132013   .0000000
    1914.30   .045383   .170364   .0000000
    1914.35   .034013   .110450   .0000000
    1914.40   .073793   .089719   .0000000
    1914.45   .106389   .069624   .0000000
    1914.50   .104207   .003118   .0000000
    1914.55   .085502  -.025467   .0000000
    1914.60   .049258  -.008534   .0000000
    1914.65  -.013923  -.060487   .0000000
    1914.70  -.046141  -.151237   .0000000
    1914.75  -.094789  -.177467   .0000000
    1914.80  -.140169  -.214589   .0000000
    1914.85  -.220007  -.164939   .0000000
    1914.90  -.271487  -.080598   .0000000
    1914.95  -.197162  -.003731   .0000000
    1915.00  -.365371   .018627   .0000000
    1915.05  -.311390   .018527   .0000000
    1915.10  -.363577   .127944   .0000000
    1915.15  -.230546   .091634   .0000000
    1915.20  -.285678   .254673   .0000000
    1915.25  -.300793   .364102   .0000000
    1915.30  -.145488   .374588   .0000000
    1915.35  -.084157   .325899   .0000000
    1915.40  -.008400   .253100   .0000000
    1915.45   .086674   .275352   .0000000
    1915.50   .081245   .210673   .0000000
    1915.55   .121650   .162508   .0000000
    1915.60   .169064  -.052355   .0000000
    1915.65   .112084   .002862   .0000000
    1915.70   .099188  -.061928   .0000000
    1915.75   .093628  -.172293   .0000000
    1915.80  -.031363  -.267297   .0000000
    1915.85  -.050020  -.262266   .0000000
    1915.90  -.047776  -.265495   .0000000
    1915.95  -.135461  -.219164   .0000000
    1916.00  -.250486  -.127502   .0000000
    1916.05  -.339030  -.192532   .0000000
    1916.10  -.414793  -.366168   .0000000
    1916.15  -.341536  -.026629   .0000000
    1916.20  -.344556   .102289   .0000000
    1916.25  -.312204   .143646   .0000000
    1916.30  -.283589   .181301   .0000000
    1916.35  -.251093   .263902   .0000000
    1916.40  -.158543   .396971   .0000000
    1916.45  -.236712   .246063   .0000000
    1916.50  -.049133   .295525   .0000000
    1916.55  -.019000   .215800   .0000000
    1916.60   .091660   .193570   .0000000
    1916.65   .171184   .142932   .0000000
    1916.70   .135500   .053900   .0000000
    1916.75   .159276  -.060418   .0000000
    1916.80   .195249  -.060384   .0000000
    1916.85   .041662  -.606821   .0000000
    1916.90   .012991  -.219566   .0000000
    1916.95  -.003679  -.318930   .0000000
    1917.00  -.095516  -.232917   .0000000
    1917.05  -.151536  -.182785   .0000000
    1917.10  -.182049  -.136279   .0000000
    1917.15  -.292198  -.114514   .0000000
    1917.20  -.293211  -.077170   .0000000
    1917.25  -.310501  -.047076   .0000000
    1917.30  -.262144   .028782   .0000000
    1917.35  -.195616   .145893   .0000000
    1917.40  -.216823   .172434   .0000000
    1917.45  -.195552   .154519   .0000000
    1917.50  -.114387   .252819   .0000000
    1917.55  -.014913   .095478   .0000000
    1917.60  -.032948   .203552   .0000000
    1917.65  -.004274   .202191   .0000000
    1917.70  -.029300   .187800   .0000000
    1917.75   .047363   .077854   .0000000
    1917.80   .027454   .011902   .0000000
    1917.85   .086395   .016630   .0000000
    1917.90   .011086   .026413   .0000000
    1917.95   .061347  -.033647   .0000000
    1918.00  -.045800  -.126500   .0000000
    1918.05  -.063352  -.187119   .0000000
    1918.10  -.140380  -.029766   .0000000
    1918.15  -.139590  -.046948   .0000000
    1918.20  -.186229  -.012003   .0000000
    1918.25  -.197272  -.022847   .0000000
    1918.30  -.162233   .009864   .0000000
    1918.35  -.209522   .106965   .0000000
    1918.40  -.183315   .111698   .0000000
    1918.45  -.186120   .161230   .0000000
    1918.50  -.206139   .170211   .0000000
    1918.55  -.140500   .134700   .0000000
    1918.60  -.075624   .126939   .0000000
    1918.65  -.035250   .149125   .0000000
    1918.70  -.038388   .139481   .0000000
    1918.75   .005607   .126979   .0000000
    1918.80  -.039489   .133454   .0000000
    1918.85  -.047400   .170000   .0000000
    1918.90  -.061884   .112716   .0000000
    1918.95  -.059354   .062420   .0000000
    1919.00  -.058158   .016625   .0000000
    1919.05  -.045037   .121493   .0000000
    1919.10  -.064165   .072740   .0000000
    1919.15  -.046142   .055541   .0000000
    1919.20  -.076649   .084834   .0000000
    1919.25  -.032000   .101400   .0000000
    1919.30  -.032764   .042454   .0000000
    1919.35  -.034002   .057361   .0000000
    1919.40  -.081513   .071678   .0000000
    1919.45  -.024396   .011394   .0000000
    1919.50  -.005435   .014449   .0000000
    1919.55  -.036700  -.072300   .0000000
    1919.60  -.054480  -.035798   .0000000
    1919.65  -.109833  -.018115   .0000000
    1919.70  -.180209  -.046368   .0000000
    1919.75  -.144050   .048583   .0000000
    1919.80  -.181892  -.009524   .0000000
    1919.85  -.159213   .054630   .0000000
    1919.90  -.092562  -.197751   .0000000
    1919.95  -.186227   .107207   .0000000
    1920.00  -.097388   .112723   .0000000
    1920.05  -.145513   .244405   .0000000
    1920.10  -.066010   .127964   .0000000
    1920.15  -.108000   .125400   .0000000
    1920.20  -.066646   .249459   .0000000
    1920.25   .062692   .241400   .0000000
    1920.30   .077897   .212694   .0000000
    1920.35   .112620   .177084   .0000000
    1920.40   .081000   .157700   .0000000
    1920.45   .148386   .115656   .0000000
    1920.50   .111770   .088776   .0000000
    1920.55   .063562  -.046004   .0000000
    1920.60   .129866   .027842   .0000000
    1920.65   .091341  -.043051   .0000000
    1920.70   .068767  -.053549   .0000000
    1920.75  -.008467  -.089633   .0000000
    1920.80  -.052510  -.063097   .0000000
    1920.85  -.131312  -.127174   .0000000
    1920.90  -.098074  -.069955   .0000000
    1920.95  -.202848  -.093388   .0000000
    1921.00  -.275100   .041200   .0000000
    1921.05  -.199380   .005397   .0000000
    1921.10  -.269861   .062960   .0000000
    1921.15  -.315700   .186534   .0000000
    1921.20  -.190287   .164991   .0000000
    1921.25  -.119466   .139311   .0000000
    1921.30  -.014599   .217462   .0000000
    1921.35   .031054   .201362   .0000000
    1921.40   .091820   .160909   .0000000
    1921.45   .100985   .083825   .0000000
    1921.50   .212445   .182524   .0000000
    1921.55   .138182   .088243   .0000000
    1921.60   .178414   .025800   .0000000
    1921.65   .167323   .004838   .0000000
    1921.70   .073545  -.078915   .0000000
    1921.75   .127179  -.080673   .0000000
    1921.80  -.002474  -.169272   .0000000
    1921.85  -.007518  -.143864   .0000000
    1921.90  -.098209   .106262   .0000000
    1921.95  -.133071  -.095128   .0000000
    1922.00  -.045524  -.029486   .0000000
    1922.05  -.194756  -.097510   .0000000
    1922.10  -.208934   .039567   .0000000
    1922.15  -.210300   .137300   .0000000
    1922.20  -.165744   .125734   .0000000
    1922.25  -.162390   .134218   .0000000
    1922.30  -.132697   .221570   .0000000
    1922.35  -.090259   .277564   .0000000
    1922.40  -.047480   .260568   .0000000
    1922.45   .009070   .222538   .0000000
    1922.50   .111622   .240501   .0000000
    1922.55   .088770   .114259   .0000000
    1922.60   .163154   .076991   .0000000
    1922.65   .151317   .014994   .0000000
    1922.70   .141800   .014900   .0000000
    1922.75   .120772  -.019145   .0000000
    1922.80   .083381  -.139651   .0000000
    1922.85   .063654  -.088851   .0000000
    1922.90   .041976   .015059   .0000000
    1922.95  -.163179  -.120346   .0000000
    1923.00  -.162345  -.088042   .0000000
    1923.05  -.166986  -.055441   .0000000
    1923.10  -.332673  -.032441   .0000000
    1923.15  -.262008  -.033456   .0000000
    1923.20  -.207748   .016212   .0000000
    1923.25  -.274792   .140175   .0000000
    1923.30  -.179152   .157417   .0000000
    1923.35  -.176779   .129676   .0000000
    1923.40  -.097364   .300984   .0000000
    1923.45  -.024124   .317510   .0000000
    1923.50  -.019994   .239535   .0000000
    1923.55   .060132   .240230   .0000000
    1923.60   .112367   .311274   .0000000
    1923.65   .142183   .249476   .0000000
    1923.70   .151780   .226170   .0000000
    1923.75   .161990   .129040   .0000000
    1923.80   .130175   .020789   .0000000
    1923.85   .136144   .082803   .0000000
    1923.90   .088243   .024731   .0000000
    1923.95   .035504  -.012841   .0000000
    1924.00  -.005804   .073064   .0000000
    1924.05  -.068517   .011667   .0000000
    1924.10  -.029063   .003840   .0000000
    1924.15  -.149500  -.020500   .0000000
    1924.20  -.151107   .038096   .0000000
    1924.25  -.170714   .072246   .0000000
    1924.30  -.127400   .135100   .0000000
    1924.35  -.165261   .139194   .0000000
    1924.40  -.187563   .107926   .0000000
    1924.45  -.081980   .195088   .0000000
    1924.50  -.075229   .183050   .0000000
    1924.55  -.059435   .142566   .0000000
    1924.60   .014627   .135909   .0000000
    1924.65   .029893   .185564   .0000000
    1924.70  -.002107   .154303   .0000000
    1924.75   .041539   .113626   .0000000
    1924.80   .032319   .000498   .0000000
    1924.85  -.079291   .056224   .0000000
    1924.90  -.006172   .025546   .0000000
    1924.95   .035597   .085593   .0000000
    1925.00  -.012995   .036963   .0000000
    1925.05  -.056182  -.049412   .0000000
    1925.10  -.103481  -.003581   .0000000
    1925.15  -.107312  -.041495   .0000000
    1925.20  -.141179  -.046236   .0000000
    1925.25  -.102647   .016748   .0000000
    1925.30  -.130539   .119861   .0000000
    1925.35  -.066774   .097721   .0000000
    1925.40  -.004013   .055231   .0000000
    1925.45  -.066873   .032174   .0000000
    1925.50  -.055672   .061909   .0000000
    1925.55  -.070311   .114851   .0000000
    1925.60   .017853   .118506   .0000000
    1925.65  -.015743   .056794   .0000000
    1925.70   .001485   .004726   .0000000
    1925.75  -.005631   .015549   .0000000
    1925.80   .001128   .013928   .0000000
    1925.85  -.243256  -.060509   .0000000
    1925.90  -.025734   .007049   .0000000
    1925.95  -.041648  -.013321   .0000000
    1926.00  -.199605  -.083663   .0000000
    1926.05  -.163818  -.029853   .0000000
    1926.10  -.073051  -.074540   .0000000
    1926.15  -.177265  -.060285   .0000000
    1926.20  -.230084  -.024826   .0000000
    1926.25  -.173813   .058121   .0000000
    1926.30  -.052708   .122825   .0000000
    1926.35  -.106664   .067451   .0000000
    1926.40  -.129567   .112402   .0000000
    1926.45  -.076581   .132865   .0000000
    1926.50  -.051765   .131885   .0000000
    1926.55  -.033933   .119936   .0000000
    1926.60  -.053049   .122331   .0000000
    1926.65  -.021532   .117705   .0000000
    1926.70   .018915   .156256   .0000000
    1926.75  -.001894   .104146   .0000000
    1926.80  -.075772   .076597   .0000000
    1926.85  -.120294   .111799   .0000000
    1926.90  -.050061   .130391   .0000000
    1926.95  -.098525   .073404   .0000000
    1927.00  -.058200   .056215   .0000000
    1927.05  -.142988   .109762   .0000000
    1927.10  -.032237   .116674   .0000000
    1927.15  -.095191   .115885   .0000000
    1927.20  -.059447   .084129   .0000000
    1927.25  -.115876   .071429   .0000000
    1927.30  -.052232   .049356   .0000000
    1927.35  -.054137   .027885   .0000000
    1927.40  -.013624   .120684   .0000000
    1927.45   .095331   .074304   .0000000
    1927.50   .015128   .128662   .0000000
    1927.55  -.016024   .158240   .0000000
    1927.60  -.031647   .047004   .0000000
    1927.65  -.020014   .048718   .0000000
    1927.70  -.004146   .054252   .0000000
    1927.75  -.052691   .005745   .0000000
    1927.80  -.052571  -.025327   .0000000
    1927.85  -.093446  -.044573   .0000000
    1927.90  -.185615   .036816   .0000000
    1927.95  -.159711  -.002380   .0000000
    1928.00  -.008822  -.065239   .0000000
    1928.05  -.145700  -.017500   .0000000
    1928.10  -.134670   .100011   .0000000
    1928.15  -.142914   .014838   .0000000
    1928.20  -.130658   .109191   .0000000
    1928.25  -.071799   .135022   .0000000
    1928.30  -.077913   .109713   .0000000
    1928.35  -.084562   .184119   .0000000
    1928.40  -.070452   .122462   .0000000
    1928.45  -.071262   .128166   .0000000
    1928.50  -.023166   .138252   .0000000
    1928.55  -.049392   .114652   .0000000
    1928.60  -.132084  -.134582   .0000000
    1928.65   .020427   .100107   .0000000
    1928.70  -.028438   .032299   .0000000
    1928.75  -.110100   .107500   .0000000
    1928.80  -.143376  -.000841   .0000000
    1928.85  -.115036   .011216   .0000000
    1928.90  -.110841   .085727   .0000000
    1928.95  -.072093   .151032   .0000000
    1929.00  -.160303   .044210   .0000000
    1929.05  -.288649   .003539   .0000000
    1929.10  -.100071   .109711   .0000000
    1929.15  -.169363   .171496   .0000000
    1929.20  -.126222   .140853   .0000000
    1929.25  -.057249   .149535   .0000000
    1929.30   .003629   .164681   .0000000
    1929.35   .131595   .332923   .0000000
    1929.40   .031158   .160059   .0000000
    1929.45   .069220   .115295   .0000000
    1929.50   .103978   .187112   .0000000
    1929.55   .082883   .085168   .0000000
    1929.60   .049832  -.000080   .0000000
    1929.65   .073767   .013919   .0000000
    1929.70   .084972   .064950   .0000000
    1929.75  -.015329  -.028934   .0000000
    1929.80  -.093999  -.073280   .0000000
    1929.85  -.161299  -.061529   .0000000
    1929.90  -.165908  -.084395   .0000000
    1929.95  -.205862   .028014   .0000000
    1930.00  -.214153  -.044059   .0000000
    1930.05  -.215942   .054329   .0000000
    1930.10  -.225480   .057826   .0000000
    1930.15  -.206525   .096138   .0000000
    1930.20  -.166814   .146704   .0000000
    1930.25  -.130922   .224514   .0000000
    1930.30  -.049593   .179473   .0000000
    1930.35  -.125200   .154900   .0000000
    1930.40   .006745   .237422   .0000000
    1930.45   .017674   .198183   .0000000
    1930.50   .035577   .132240   .0000000
    1930.55   .081022   .126161   .0000000
    1930.60   .098407   .114242   .0000000
    1930.65   .074379  -.037760   .0000000
    1930.70   .062912  -.022243   .0000000
    1930.75   .028598   .019082   .0000000
    1930.80  -.011225  -.081563   .0000000
    1930.85  -.084804  -.009200   .0000000
    1930.90  -.116025  -.003658   .0000000
    1930.95  -.158405  -.031682   .0000000
    1931.00  -.353309   .027867   .0000000
    1931.05  -.277671   .046550   .0000000
    1931.10  -.239000  -.015100   .0000000
    1931.15  -.355078   .116611   .0000000
    1931.20  -.226864   .167103   .0000000
    1931.25  -.248657   .182523   .0000000
    1931.30  -.150564   .238762   .0000000
    1931.35  -.151393   .231228   .0000000
    1931.40  -.039529   .281355   .0000000
    1931.45   .024987   .296176   .0000000
    1931.50   .039600   .242500   .0000000
    1931.55   .074415   .182812   .0000000
    1931.60   .098426   .094944   .0000000
    1931.65   .082462   .055652   .0000000
    1931.70   .165785   .079323   .0000000
    1931.75   .067878   .029704   .0000000
    1931.80   .052973  -.106345   .0000000
    1931.85  -.083590  -.105084   .0000000
    1931.90  -.060868  -.054736   .0000000
    1931.95  -.091079  -.143458   .0000000
    1932.00  -.117202  -.090917   .0000000
    1932.05  -.196529  -.057717   .0000000
    1932.10  -.166200  -.015500   .0000000
    1932.15  -.312357   .014781   .0000000
    1932.20  -.324819   .020690   .0000000
    1932.25  -.229236   .137146   .0000000
    1932.30  -.199450   .181143   .0000000
    1932.35  -.169007   .207207   .0000000
    1932.40  -.138350   .219864   .0000000
    1932.45  -.071670   .214482   .0000000
    1932.50  -.075142   .230743   .0000000
    1932.55  -.052070   .236227   .0000000
    1932.60   .026338   .224720   .0000000
    1932.65   .071800   .178200   .0000000
    1932.70   .070092   .209808   .0000000
    1932.75   .087369   .059518   .0000000
    1932.80   .122666   .122560   .0000000
    1932.85   .085699   .068358   .0000000
    1932.90   .094388   .033874   .0000000
    1932.95   .097006   .030486   .0000000
    1933.00  -.073655  -.011865   .0000000
    1933.05  -.058596   .014472   .0000000
    1933.10  -.188030  -.012586   .0000000
    1933.15  -.173476   .013624   .0000000
    1933.20  -.221474   .048831   .0000000
    1933.25  -.211408   .107715   .0000000
    1933.30  -.186714   .112536   .0000000
    1933.35  -.179116   .019117   .0000000
    1933.40  -.132931   .166511   .0000000
    1933.45  -.129933   .222792   .0000000
    1933.50  -.065800   .247600   .0000000
    1933.55  -.061257   .170077   .0000000
