#
#  Stripped version of finals.all.orig file
#
#
#          Bull A     Bull A      Bull A      Bull B      Bull B      Bull B
#  MJD     PM-x       PM-y        UT1-UTC     PM-x        PM-y        UT1-UTC
#
41729.00   0.028503   0.105755   0.6616712    0.053000    0.090000    0.6635000
41730.00   0.026512   0.105824   0.6580860    0.051000    0.091000    0.6601000
41731.00   0.024531   0.105922   0.6543676    0.049000    0.092000    0.6568000
41732.00   0.022556   0.106048   0.6506111    0.047000    0.093000    0.6534000
41733.00   0.020582   0.106203   0.6469136    0.045000    0.094000    0.6501000
41734.00   0.018606   0.106384   0.6433499    0.044000    0.095000    0.6467000
41735.00   0.016623   0.106592   0.6399606    0.042000    0.096000    0.6433000
41736.00   0.014632   0.106828   0.6367535    0.040000    0.097000    0.6400000
41737.00   0.012634   0.107093   0.6337102    0.038000    0.098000    0.6366000
41738.00   0.010628   0.107386   0.6307923    0.036000    0.099000    0.6333000
41739.00   0.008615   0.107709   0.6279462    0.034000    0.100000    0.6299000
41740.00   0.006593   0.108060   0.6251074    0.032000    0.101000    0.6265000
41741.00   0.004564   0.108438   0.6222069    0.030000    0.102000    0.6232000
41742.00   0.002526   0.108842   0.6191790    0.028000    0.102000    0.6198000
41743.00   0.000479   0.109270   0.6159706    0.026000    0.103000    0.6165000
41744.00  -0.001578   0.109721   0.6125505    0.024000    0.104000    0.6131000
41745.00  -0.003643   0.110195   0.6089196    0.022000    0.105000    0.6097000
41746.00  -0.005713   0.110692   0.6051180    0.020000    0.106000    0.6063000
41747.00  -0.007786   0.111214   0.6012241    0.018000    0.106000    0.6030000
41748.00  -0.009857   0.111761   0.5973410    0.016000    0.107000    0.5996000
41749.00  -0.011922   0.112336   0.5935706    0.014000    0.108000    0.5962000
41750.00  -0.013977   0.112940   0.5899833    0.012000    0.109000    0.5928000
41751.00  -0.016019   0.113573   0.5865962    0.009000    0.109000    0.5893000
41752.00  -0.018040   0.114237   0.5833682    0.007000    0.110000    0.5859000
41753.00  -0.020032   0.114933   0.5802133    0.004000    0.111000    0.5824000
41754.00  -0.021990   0.115661   0.5770261    0.002000    0.112000    0.5790000
41755.00  -0.023907   0.116421   0.5737111    0.000000    0.112000    0.5755000
41756.00  -0.025780   0.117212   0.5702072   -0.003000    0.113000    0.5720000
41757.00  -0.027610   0.118036   0.5665027   -0.005000    0.114000    0.5685000
41758.00  -0.029400   0.118890   0.5626361   -0.008000    0.114000    0.5650000
41759.00  -0.031155   0.119773   0.5586838   -0.010000    0.115000    0.5615000
41760.00  -0.032878   0.120683   0.5547386   -0.012000    0.116000    0.5579000
41761.00  -0.034573   0.121619   0.5508857   -0.015000    0.117000    0.5544000
41762.00  -0.036242   0.122582   0.5471853   -0.017000    0.118000    0.5508000
41763.00  -0.037885   0.123571   0.5436641   -0.020000    0.119000    0.5473000
41764.00  -0.039504   0.124588   0.5403179   -0.022000    0.120000    0.5437000
41765.00  -0.041099   0.125635   0.5371173   -0.024000    0.120000    0.5401000
41766.00  -0.042673   0.126712   0.5340153   -0.027000    0.121000    0.5365000
41767.00  -0.044229   0.127821   0.5309537   -0.029000    0.122000    0.5330000
41768.00  -0.045771   0.128964   0.5278687   -0.032000    0.123000    0.5294000
41769.00  -0.047302   0.130142   0.5246976   -0.034000    0.124000    0.5258000
41770.00  -0.048828   0.131356   0.5213856   -0.036000    0.125000    0.5222000
41771.00  -0.050351   0.132605   0.5178924   -0.039000    0.127000    0.5186000
41772.00  -0.051875   0.133891   0.5142009   -0.041000    0.128000    0.5149000
41773.00  -0.053404   0.135214   0.5103278   -0.044000    0.129000    0.5113000
41774.00  -0.054940   0.136573   0.5063304   -0.046000    0.131000    0.5077000
41775.00  -0.056488   0.137969   0.5023026   -0.048000    0.132000    0.5041000
41776.00  -0.058053   0.139402   0.4983553   -0.051000    0.133000    0.5006000
41777.00  -0.059639   0.140872   0.4945843   -0.053000    0.134000    0.4970000
41778.00  -0.061247   0.142377   0.4910366   -0.056000    0.136000    0.4935000
41779.00  -0.062874   0.143917   0.4876939   -0.058000    0.137000    0.4899000
41780.00  -0.064517   0.145494   0.4844787   -0.061000    0.139000    0.4864000
41781.00  -0.066174   0.147108   0.4812836   -0.063000    0.141000    0.4829000
41782.00  -0.067840   0.148757   0.4780073   -0.066000    0.143000    0.4794000
41783.00  -0.069512   0.150437   0.4745829   -0.068000    0.145000    0.4759000
41784.00  -0.071188   0.152143   0.4709918   -0.071000    0.147000    0.4724000
41785.00  -0.072868   0.153873   0.4672608   -0.073000    0.148000    0.4689000
41786.00  -0.074547   0.155619   0.4634499   -0.076000    0.150000    0.4655000
41787.00  -0.076226   0.157377   0.4596361   -0.078000    0.152000    0.4620000
41788.00  -0.077898   0.159141   0.4558961   -0.081000    0.154000    0.4586000
41789.00  -0.079559   0.160904   0.4522916   -0.083000    0.156000    0.4551000
41790.00  -0.081206   0.162664   0.4488589   -0.085000    0.158000    0.4517000
41791.00  -0.082836   0.164416   0.4456047   -0.086000    0.160000    0.4483000
41792.00  -0.084445   0.166159   0.4425079   -0.088000    0.162000    0.4448000
41793.00  -0.086031   0.167888   0.4395262   -0.090000    0.164000    0.4414000
41794.00  -0.087594   0.169602   0.4366037   -0.092000    0.166000    0.4380000
41795.00  -0.089132   0.171299   0.4336788   -0.093000    0.168000    0.4346000
41796.00  -0.090646   0.172977   0.4306908   -0.095000    0.170000    0.4312000
41797.00  -0.092135   0.174637   0.4275866   -0.097000    0.172000    0.4277000
41798.00  -0.093600   0.176280   0.4243250   -0.098000    0.174000    0.4243000
41799.00  -0.095039   0.177908   0.4208818   -0.100000    0.176000    0.4209000
41800.00  -0.096452   0.179524   0.4172571   -0.101000    0.178000    0.4175000
41801.00  -0.097839   0.181129   0.4134837   -0.102000    0.180000    0.4141000
41802.00  -0.099202   0.182728   0.4096311   -0.103000    0.181000    0.4108000
41803.00  -0.100543   0.184322   0.4057984   -0.104000    0.183000    0.4074000
41804.00  -0.101860   0.185910   0.4020902   -0.106000    0.185000    0.4040000
41805.00  -0.103149   0.187492   0.3985825   -0.107000    0.187000    0.4006000
41806.00  -0.104401   0.189067   0.3952917   -0.108000    0.189000    0.3972000
41807.00  -0.105607   0.190634   0.3921651   -0.109000    0.190000    0.3939000
41808.00  -0.106760   0.192195   0.3891000   -0.110000    0.192000    0.3905000
41809.00  -0.107853   0.193751   0.3859841   -0.111000    0.194000    0.3871000
41810.00  -0.108882   0.195303   0.3827358   -0.112000    0.196000    0.3838000
41811.00  -0.109843   0.196854   0.3793280   -0.112000    0.198000    0.3805000
41812.00  -0.110735   0.198402   0.3757875   -0.113000    0.200000    0.3771000
41813.00  -0.111557   0.199950   0.3721774   -0.113000    0.202000    0.3738000
41814.00  -0.112313   0.201499   0.3685739   -0.114000    0.204000    0.3705000
41815.00  -0.113006   0.203052   0.3650488   -0.114000    0.205000    0.3672000
41816.00  -0.113643   0.204611   0.3616590   -0.115000    0.207000    0.3640000
41817.00  -0.114229   0.206179   0.3584406   -0.115000    0.209000    0.3607000
41818.00  -0.114769   0.207756   0.3554062   -0.116000    0.211000    0.3575000
41819.00  -0.115267   0.209342   0.3525437   -0.116000    0.213000    0.3542000
41820.00  -0.115729   0.210937   0.3498182   -0.116000    0.214000    0.3510000
41821.00  -0.116160   0.212543   0.3471778   -0.116000    0.216000    0.3479000
41822.00  -0.116560   0.214161   0.3445621   -0.116000    0.217000    0.3447000
41823.00  -0.116928   0.215794   0.3419107   -0.116000    0.219000    0.3416000
41824.00  -0.117260   0.217446   0.3391710   -0.117000    0.220000    0.3384000
41825.00  -0.117551   0.219118   0.3363033   -0.117000    0.221000    0.3353000
41826.00  -0.117796   0.220811   0.3332839   -0.117000    0.223000    0.3321000
41827.00  -0.117988   0.222526   0.3301084   -0.117000    0.224000    0.3290000
41828.00  -0.118122   0.224260   0.3267957   -0.117000    0.226000    0.3258000
41829.00  -0.118191   0.226015   0.3233929   -0.117000    0.227000    0.3227000
41830.00  -0.118187   0.227791   0.3199751   -0.117000    0.228000    0.3196000
41831.00  -0.118104   0.229587   0.3166341   -0.117000    0.230000    0.3166000
41832.00  -0.117943   0.231402   0.3134538   -0.117000    0.231000    0.3135000
41833.00  -0.117703   0.233238   0.3104780   -0.117000    0.233000    0.3105000
41834.00  -0.117388   0.235091   0.3076868   -0.117000    0.234000    0.3074000
41835.00  -0.117002   0.236962   0.3049978   -0.117000    0.235000    0.3044000
41836.00  -0.116549   0.238846   0.3022950   -0.117000    0.237000    0.3014000
41837.00  -0.116036   0.240738   0.2994746   -0.117000    0.238000    0.2984000
41838.00  -0.115466   0.242636   0.2964846   -0.117000    0.240000    0.2954000
41839.00  -0.114846   0.244536   0.2933393   -0.117000    0.241000    0.2924000
41840.00  -0.114180   0.246436   0.2901054   -0.117000    0.243000    0.2895000
41841.00  -0.113474   0.248333   0.2868723   -0.116000    0.245000    0.2865000
41842.00  -0.112728   0.250227   0.2837227   -0.116000    0.246000    0.2836000
41843.00  -0.111943   0.252117   0.2807165   -0.116000    0.248000    0.2806000
41844.00  -0.111124   0.254000   0.2778874   -0.116000    0.250000    0.2777000
41845.00  -0.110279   0.255878   0.2752458   -0.115000    0.252000    0.2748000
41846.00  -0.109416   0.257745   0.2727809   -0.115000    0.254000    0.2720000
41847.00  -0.108543   0.259600   0.2704624   -0.115000    0.255000    0.2691000
41848.00  -0.107669   0.261438   0.2682428   -0.114000    0.257000    0.2663000
41849.00  -0.106798   0.263258   0.2660632   -0.114000    0.259000    0.2634000
41850.00  -0.105935   0.265060   0.2638618   -0.113000    0.261000    0.2607000
41851.00  -0.105082   0.266846   0.2615839   -0.112000    0.263000    0.2580000
41852.00  -0.104241   0.268620   0.2591881   -0.111000    0.264000    0.2552000
41853.00  -0.103414   0.270385   0.2566509   -0.110000    0.266000    0.2525000
41854.00  -0.102602   0.272147   0.2539691   -0.110000    0.268000    0.2498000
41855.00  -0.101802   0.273910   0.2511601   -0.109000    0.270000    0.2472000
41856.00  -0.101014   0.275678   0.2482631   -0.108000    0.272000    0.2446000
41857.00  -0.100233   0.277455   0.2453372   -0.107000    0.273000    0.2421000
41858.00  -0.099456   0.279243   0.2424569   -0.106000    0.275000    0.2395000
41859.00  -0.098677   0.281043   0.2396968   -0.105000    0.277000    0.2369000
41860.00  -0.097889   0.282855   0.2371084   -0.103000    0.279000    0.2344000
41861.00  -0.097085   0.284679   0.2346963   -0.102000    0.281000    0.2320000
41862.00  -0.096256   0.286516   0.2324062   -0.100000    0.282000    0.2295000
41863.00  -0.095395   0.288366   0.2301356   -0.099000    0.284000    0.2271000
41864.00  -0.094499   0.290226   0.2277697   -0.097000    0.286000    0.2246000
41865.00  -0.093566   0.292091   0.2252259   -0.095000    0.288000    0.2223000
41866.00  -0.092596   0.293957   0.2224869   -0.094000    0.290000    0.2200000
41867.00  -0.091588   0.295818   0.2196042   -0.092000    0.291000    0.2177000
41868.00  -0.090547   0.297669   0.2166747   -0.091000    0.293000    0.2154000
41869.00  -0.089478   0.299504   0.2138025   -0.089000    0.295000    0.2131000
41870.00  -0.088387   0.301319   0.2110689   -0.087000    0.296000    0.2108000
41871.00  -0.087280   0.303108   0.2085187   -0.085000    0.298000    0.2085000
41872.00  -0.086167   0.304868   0.2061633   -0.083000    0.299000    0.2062000
41873.00  -0.085056   0.306592   0.2039890   -0.081000    0.300000    0.2039000
41874.00  -0.083952   0.308278   0.2019641   -0.080000    0.302000    0.2016000
41875.00  -0.082861   0.309919   0.2000425   -0.078000    0.303000    0.1993000
41876.00  -0.081780   0.311513   0.1981661   -0.076000    0.304000    0.1970000
41877.00  -0.080706   0.313057   0.1962715   -0.074000    0.305000    0.1947000
41878.00  -0.079639   0.314550   0.1942984   -0.072000    0.307000    0.1924000
41879.00  -0.078576   0.315992   0.1921991   -0.070000    0.308000    0.1901000
41880.00  -0.077516   0.317382   0.1899451   -0.068000    0.309000    0.1877000
41881.00  -0.076456   0.318721   0.1875310   -0.066000    0.310000    0.1854000
41882.00  -0.075393   0.320007   0.1849750   -0.064000    0.311000    0.1830000
41883.00  -0.074324   0.321240   0.1823177   -0.062000    0.312000    0.1807000
41884.00  -0.073249   0.322420   0.1796175   -0.061000    0.314000    0.1783000
41885.00  -0.072165   0.323546   0.1769433   -0.059000    0.315000    0.1759000
41886.00  -0.071074   0.324618   0.1743623   -0.057000    0.316000    0.1735000
41887.00  -0.069974   0.325637   0.1719236   -0.055000    0.317000    0.1712000
41888.00  -0.068865   0.326605   0.1696410   -0.053000    0.318000    0.1688000
41889.00  -0.067746   0.327521   0.1674796   -0.051000    0.319000    0.1664000
41890.00  -0.066615   0.328385   0.1653574   -0.049000    0.320000    0.1639000
41891.00  -0.065470   0.329200   0.1631654   -0.047000    0.321000    0.1615000
41892.00  -0.064308   0.329966   0.1608038   -0.046000    0.322000    0.1590000
41893.00  -0.063127   0.330684   0.1582205   -0.044000    0.323000    0.1566000
41894.00  -0.061922   0.331356   0.1554320   -0.042000    0.325000    0.1541000
41895.00  -0.060690   0.331984   0.1525183   -0.040000    0.326000    0.1516000
41896.00  -0.059426   0.332571   0.1495917   -0.038000    0.327000    0.1491000
41897.00  -0.058129   0.333123   0.1467587   -0.037000    0.328000    0.1467000
41898.00  -0.056796   0.333641   0.1440916   -0.035000    0.329000    0.1442000
41899.00  -0.055426   0.334129   0.1416190   -0.033000    0.330000    0.1417000
41900.00  -0.054018   0.334587   0.1393332   -0.031000    0.331000    0.1392000
41901.00  -0.052571   0.335018   0.1372021   -0.030000    0.331000    0.1368000
41902.00  -0.051087   0.335422   0.1351788   -0.028000    0.332000    0.1343000
41903.00  -0.049566   0.335801   0.1332063   -0.027000    0.333000    0.1319000
41904.00  -0.048009   0.336158   0.1312213   -0.025000    0.334000    0.1294000
41905.00  -0.046418   0.336495   0.1291610   -0.023000    0.334000    0.1269000
41906.00  -0.044793   0.336814   0.1269711   -0.022000    0.335000    0.1244000
41907.00  -0.043138   0.337117   0.1246142   -0.020000    0.336000    0.1219000
41908.00  -0.041457   0.337408   0.1220762   -0.019000    0.336000    0.1194000
41909.00  -0.039753   0.337689   0.1193688   -0.017000    0.337000    0.1169000
41910.00  -0.038027   0.337962   0.1165303   -0.016000    0.337000    0.1144000
41911.00  -0.036279   0.338231   0.1136211   -0.014000    0.337000    0.1118000
41912.00  -0.034509   0.338497   0.1107146   -0.013000    0.338000    0.1093000
41913.00  -0.032716   0.338764   0.1078820   -0.011000    0.338000    0.1067000
41914.00  -0.030904   0.339034   0.1051753   -0.010000    0.338000    0.1042000
41915.00  -0.029072   0.339312   0.1026111   -0.009000    0.338000    0.1016000
41916.00  -0.027225   0.339599   0.1001622   -0.007000    0.338000    0.0990000
41917.00  -0.025364   0.339898   0.0977587   -0.006000    0.339000    0.0965000
41918.00  -0.023491   0.340210   0.0953036   -0.004000    0.339000    0.0939000
41919.00  -0.021609   0.340534   0.0926991   -0.003000    0.339000    0.0913000
41920.00  -0.019719   0.340866   0.0898766   -0.002000    0.339000    0.0887000
41921.00  -0.017823   0.341204   0.0868220   -0.001000    0.339000    0.0860000
41922.00  -0.015923   0.341546   0.0835842    0.000000    0.339000    0.0834000
41923.00  -0.014024   0.341889   0.0802614    0.001000    0.339000    0.0807000
41924.00  -0.012126   0.342230   0.0769694    0.003000    0.340000    0.0781000
41925.00  -0.010233   0.342570   0.0738075    0.004000    0.340000    0.0754000
41926.00  -0.008345   0.342904   0.0708351    0.005000    0.340000    0.0727000
41927.00  -0.006462   0.343233   0.0680673    0.006000    0.340000    0.0699000
41928.00  -0.004582   0.343554   0.0654838    0.007000    0.340000    0.0672000
41929.00  -0.002703   0.343867   0.0630419    0.008000    0.340000    0.0645000
41930.00  -0.000823   0.344170   0.0606870    0.010000    0.340000    0.0617000
41931.00   0.001061   0.344464   0.0583584    0.011000    0.340000    0.0589000
41932.00   0.002946   0.344750   0.0559943    0.013000    0.341000    0.0561000
41933.00   0.004833   0.345026   0.0535381    0.015000    0.341000    0.0533000
41934.00   0.006719   0.345293   0.0509461    0.017000    0.341000    0.0505000
41935.00   0.008606   0.345551   0.0481927    0.018000    0.341000    0.0476000
41936.00   0.010491   0.345797   0.0452758    0.020000    0.341000    0.0447000
41937.00   0.012375   0.346029   0.0422207    0.022000    0.342000    0.0418000
41938.00   0.014258   0.346244   0.0390798    0.023000    0.342000    0.0389000
41939.00   0.016138   0.346440   0.0359271    0.025000    0.342000    0.0360000
41940.00   0.018015   0.346613   0.0328428    0.027000    0.342000    0.0331000
41941.00   0.019888   0.346762   0.0298925    0.028000    0.343000    0.0301000
41942.00   0.021754   0.346884   0.0271064    0.030000    0.343000    0.0272000
41943.00   0.023611   0.346978   0.0244669    0.031000    0.344000    0.0242000
41944.00   0.025456   0.347042   0.0219114    0.033000    0.344000    0.0213000
41945.00   0.027289   0.347074   0.0193484    0.035000    0.344000    0.0183000
41946.00   0.029108   0.347072   0.0166814    0.036000    0.345000    0.0153000
41947.00   0.030916   0.347036   0.0138355    0.038000    0.345000    0.0123000
41948.00   0.032711   0.346966   0.0107781    0.039000    0.346000    0.0093000
41949.00   0.034492   0.346860   0.0075291    0.041000    0.346000    0.0063000
41950.00   0.036259   0.346719   0.0041565    0.042000    0.346000    0.0033000
41951.00   0.038008   0.346543   0.0007577    0.044000    0.346000    0.0002000
41952.00   0.039739   0.346333  -0.0025677    0.045000    0.347000   -0.0028000
41953.00   0.041450   0.346086  -0.0057439    0.047000    0.347000   -0.0059000
41954.00   0.043140   0.345801  -0.0087342    0.048000    0.347000   -0.0089000
41955.00   0.044808   0.345476  -0.0115428    0.049000    0.347000   -0.0120000
41956.00   0.046453   0.345111  -0.0142048    0.051000    0.347000   -0.0151000
41957.00   0.048076   0.344705  -0.0167739    0.052000    0.348000   -0.0181000
41958.00   0.049673   0.344259  -0.0193120    0.054000    0.348000   -0.0212000
41959.00   0.051242   0.343773  -0.0218818    0.055000    0.348000   -0.0243000
41960.00   0.052777   0.343248  -0.0245414    0.057000    0.348000   -0.0274000
41961.00   0.054276   0.342684  -0.0273383    0.058000    0.348000   -0.0305000
41962.00   0.055736   0.342080  -0.0303046    0.060000    0.347000   -0.0336000
41963.00   0.057156   0.341436  -0.0334515    0.061000    0.347000   -0.0367000
41964.00   0.058539   0.340754  -0.0367661    0.063000    0.347000   -0.0398000
41965.00   0.059888   0.340035  -0.0402090    0.065000    0.347000   -0.0429000
41966.00   0.061203   0.339282  -0.0437149    0.066000    0.347000   -0.0460000
41967.00   0.062488   0.338497  -0.0472011    0.068000    0.346000   -0.0492000
41968.00   0.063742   0.337684  -0.0505867    0.069000    0.346000   -0.0523000
41969.00   0.064969   0.336845  -0.0538171    0.071000    0.346000   -0.0554000
41970.00   0.066169   0.335980  -0.0568853    0.072000    0.346000   -0.0586000
41971.00   0.067343   0.335085  -0.0598382    0.074000    0.345000   -0.0618000
41972.00   0.068487   0.334159  -0.0627630    0.075000    0.345000   -0.0650000
41973.00   0.069599   0.333202  -0.0657581    0.077000    0.344000   -0.0682000
41974.00   0.070676   0.332213  -0.0689022    0.078000    0.344000   -0.0714000
41975.00   0.071714   0.331195  -0.0722334    0.079000    0.343000   -0.0746000
41976.00   0.072709   0.330147  -0.0757409    0.081000    0.343000   -0.0779000
41977.00   0.073660   0.329075  -0.0793711    0.082000    0.342000   -0.0811000
41978.00   0.074564   0.327981  -0.0830434    0.084000    0.342000   -0.0844000
41979.00   0.075421   0.326871  -0.0866712    0.085000    0.341000   -0.0876000
41980.00   0.076229   0.325751  -0.0901797    0.086000    0.340000   -0.0909000
41981.00   0.076990   0.324625  -0.0935217    0.088000    0.339000   -0.0941000
41982.00   0.077706   0.323499  -0.0966847    0.089000    0.339000   -0.0974000
41983.00   0.078381   0.322377  -0.0996889    0.091000    0.338000   -0.1006000
41984.00   0.079016   0.321265  -0.1025792    0.092000    0.337000   -0.1039000
41985.00   0.079614   0.320168  -0.1054139    0.093000    0.336000   -0.1072000
41986.00   0.080175   0.319086  -0.1082551    0.095000    0.335000   -0.1105000
41987.00   0.080703   0.318022  -0.1111607    0.096000    0.335000   -0.1139000
41988.00   0.081201   0.316975  -0.1141787    0.098000    0.334000   -0.1172000
41989.00   0.081671   0.315947  -0.1173433    0.099000    0.333000   -0.1205000
41990.00   0.082118   0.314936  -0.1206712    0.100000    0.332000   -0.1238000
41991.00   0.082543   0.313944  -0.1241596    0.101000    0.331000   -0.1271000
41992.00   0.082951   0.312970  -0.1277842    0.101000    0.330000   -0.1305000
41993.00   0.083347   0.312016  -0.1314973    0.102000    0.329000   -0.1338000
41994.00   0.083732   0.311082  -0.1352296    0.103000    0.328000   -0.1371000
41995.00   0.084109   0.310169  -0.1389005    0.104000    0.326000   -0.1404000
41996.00   0.084479   0.309275  -0.1424400    0.105000    0.325000   -0.1437000
41997.00   0.084843   0.308399  -0.1458132    0.105000    0.324000   -0.1470000
41998.00   0.085205   0.307541  -0.1490397    0.106000    0.323000   -0.1503000
41999.00   0.085567   0.306698  -0.1521912    0.107000    0.322000   -0.1536000
42000.00   0.085934   0.305868  -0.1553673    0.108000    0.321000   -0.1569000
42001.00   0.086310   0.305050  -0.1586579    0.108000    0.320000   -0.1603000
42002.00   0.086696   0.304242  -0.1621106    0.109000    0.318000   -0.1636000
42003.00   0.087092   0.303442  -0.1657170    0.109000    0.317000   -0.1670000
42004.00   0.087500   0.302650  -0.1694219    0.110000    0.316000   -0.1703000
42005.00   0.087923   0.301867  -0.1731446    0.110000    0.315000   -0.1736000
42006.00   0.088360   0.301092  -0.1768022    0.111000    0.314000   -0.1768000
42007.00   0.088813   0.300322  -0.1803275    0.111000    0.312000   -0.1801000
42008.00   0.089282   0.299559  -0.1836772    0.112000    0.311000   -0.1833000
42009.00   0.089767   0.298800  -0.1868358    0.112000    0.310000   -0.1866000
42010.00   0.090270   0.298044  -0.1898150    0.113000    0.309000   -0.1898000
42011.00   0.090789   0.297288  -0.1926504    0.113000    0.308000   -0.1930000
42012.00   0.091322   0.296531  -0.1953941    0.114000    0.307000   -0.1963000
42013.00   0.091866   0.295769  -0.1981060    0.114000    0.306000   -0.1995000
42014.00   0.092419   0.295002  -0.2008443    0.115000    0.305000   -0.2027000
42015.00   0.092978   0.294225  -0.2036580    0.116000    0.303000   -0.2059000
42016.00   0.093541   0.293436  -0.2065818    0.116000    0.302000   -0.2090000
42017.00   0.094106   0.292631  -0.2096332    0.117000    0.301000   -0.2122000
42018.00   0.094671   0.291809  -0.2128122    0.117000    0.300000   -0.2153000
42019.00   0.095233   0.290966  -0.2161014    0.118000    0.299000   -0.2185000
42020.00   0.095789   0.290100  -0.2194657    0.119000    0.298000   -0.2217000
42021.00   0.096336   0.289208  -0.2228531    0.120000    0.296000   -0.2248000
42022.00   0.096871   0.288288  -0.2261984    0.120000    0.295000   -0.2280000
42023.00   0.097393   0.287336  -0.2294359    0.121000    0.293000   -0.2311000
42024.00   0.097902   0.286351  -0.2325201    0.122000    0.292000   -0.2343000
42025.00   0.098396   0.285330  -0.2354485    0.123000    0.291000   -0.2374000
42026.00   0.098876   0.284272  -0.2382734    0.124000    0.289000   -0.2405000
42027.00   0.099341   0.283177  -0.2410897    0.124000    0.288000   -0.2436000
42028.00   0.099789   0.282043  -0.2440007    0.125000    0.286000   -0.2467000
42029.00   0.100218   0.280870  -0.2470769    0.126000    0.285000   -0.2498000
42030.00   0.100626   0.279656  -0.2503280    0.127000    0.283000   -0.2528000
42031.00   0.101013   0.278397  -0.2537002    0.127000    0.282000   -0.2558000
42032.00   0.101377   0.277095  -0.2570999    0.128000    0.280000   -0.2589000
42033.00   0.101720   0.275751  -0.2604279    0.128000    0.279000   -0.2619000
42034.00   0.102043   0.274366  -0.2636073    0.129000    0.277000   -0.2649000
42035.00   0.102347   0.272944  -0.2665943    0.129000    0.275000   -0.2678000
42036.00   0.102630   0.271487  -0.2693777    0.130000    0.274000   -0.2708000
42037.00   0.102890   0.270000  -0.2719721    0.130000    0.272000   -0.2737000
42038.00   0.103124   0.268487  -0.2744117    0.131000    0.271000   -0.2767000
42039.00   0.103328   0.266952  -0.2767452    0.131000    0.269000   -0.2796000
42040.00   0.103502   0.265400  -0.2790302    0.131000    0.267000   -0.2823000
42041.00   0.103641   0.263832  -0.2813262    0.131000    0.265000   -0.2850000
